segment;change_rate
1;0.6666666666666666
2;0.6
3;0.2
4;0.8333333333333334
5;1.0
6;0.3333333333333333
7;0.75
8;0.6666666666666666
9;0.42857142857142855
10;0.6
11;0.3333333333333333
12;0.25
13;0.5714285714285714
14;0.7142857142857143
15;0.7142857142857143
16;0.14285714285714285
17;0.7142857142857143
18;1.0
19;0.4
20;1.0
21;0.3333333333333333
22;0.25
23;0.6
24;0.6
25;1.0
26;0.6
27;0.5
28;0.875
29;1.0
30;0.3333333333333333
31;0.6666666666666666
32;0.3333333333333333
33;0.25
34;0.4
35;0.6
36;1.0
37;0.4
38;0.6
39;0.0
40;0.75
41;0.6666666666666666
42;0.6
43;1.0
44;0.2
