segment;change_rate
1;0.3333333333333333
2;0.3333333333333333
3;0.6666666666666666
4;0.6666666666666666
5;0.75
6;0.3333333333333333
7;0.6666666666666666
8;0.3333333333333333
9;0.3333333333333333
10;0.5
11;0.5
12;0.75
13;0.3333333333333333
14;0.3333333333333333
15;0.3333333333333333
16;0.6666666666666666
17;0.6666666666666666
18;0.6666666666666666
19;0.6666666666666666
20;0.6666666666666666
21;0.0
22;0.6666666666666666
23;0.5
24;0.25
25;0.75
26;0.8571428571428571
27;0.5714285714285714
