segment;change_rate
1;0.3333333333333333
2;0.3333333333333333
3;0.3333333333333333
4;0.5
5;0.3333333333333333
6;0.6666666666666666
7;0.6666666666666666
8;0.6666666666666666
9;0.6666666666666666
10;0.6666666666666666
11;1.0
12;0.6666666666666666
13;0.6666666666666666
14;0.6666666666666666
15;0.6666666666666666
16;0.6666666666666666
17;0.6666666666666666
18;0.5
19;0.5
20;0.6666666666666666
21;0.3333333333333333
22;0.3333333333333333
23;0.75
24;0.3333333333333333
25;0.6666666666666666
26;0.75
27;0.25
28;0.5
29;0.6666666666666666
30;0.6666666666666666
31;0.3333333333333333
32;0.75
33;0.3333333333333333
34;0.25
35;0.5
36;1.0
37;0.3333333333333333
38;0.3333333333333333
39;0.3333333333333333
40;0.3333333333333333
41;0.6666666666666666
42;0.6666666666666666
43;0.6666666666666666
44;0.3333333333333333
45;0.75
46;0.7142857142857143
