segment;change_rate
1;0.3333333333333333
2;0.3333333333333333
3;0.3333333333333333
4;0.3333333333333333
5;0.3333333333333333
6;0.6
7;0.5714285714285714
8;0.8571428571428571
9;0.6666666666666666
10;0.6666666666666666
11;0.3333333333333333
12;1.0
13;0.6666666666666666
14;1.0
15;0.3333333333333333
16;0.6
17;0.6
18;0.75
19;0.3333333333333333
20;0.3333333333333333
21;0.3333333333333333
22;0.5
23;0.75
24;0.625
25;0.8333333333333334
26;0.5
27;0.75
28;0.6666666666666666
29;0.3333333333333333
30;0.3333333333333333
31;0.6666666666666666
32;0.5
33;1.0
34;0.6666666666666666
35;0.3333333333333333
36;0.25
37;0.5
38;0.5
39;0.5
40;0.3333333333333333
41;0.3333333333333333
42;0.75
43;0.5
44;0.75
45;0.5
46;0.7142857142857143
47;0.8888888888888888
48;0.4
49;1.0
50;0.875
51;0.875
52;0.3333333333333333
53;1.0
54;0.6666666666666666
55;0.6666666666666666
56;0.6666666666666666
57;0.3333333333333333
58;0.75
59;0.6666666666666666
60;0.6666666666666666
61;0.6666666666666666
62;0.5
63;0.5
64;0.3333333333333333
65;0.6
66;0.5
67;0.6
68;0.6666666666666666
69;0.6666666666666666
70;0.5
71;0.6
72;0.5
73;0.3333333333333333
74;1.0
75;0.6666666666666666
76;0.5
77;0.5
78;0.6666666666666666
79;0.75
80;0.3333333333333333
81;0.6666666666666666
82;1.0
83;0.75
84;0.8333333333333334
85;0.42857142857142855
86;0.125
87;0.5
88;0.5
89;0.6666666666666666
90;0.25
91;0.8
92;0.6666666666666666
93;0.5714285714285714
94;0.5
